Inspection_ID,Magistrate_ID,Date,Time,City,Latitude,Longitude,Commodity_Checked,Violation_Found,Fine_Amount,Fine_Status
INS-1014039,MAG-149,1/29/2026,11:18:00,LAHORE,31.51863,74.395687,Banana,No,0,N/A
INS-1014040,MAG-149,1/29/2026,12:01:00,LAHORE,31.492069,74.346803,Potato,No,0,N/A
INS-1014041,MAG-149,1/29/2026,12:25:00,LAHORE,31.560032,74.33451,Onion,No,0,N/A
INS-1014042,MAG-149,1/29/2026,12:53:00,LAHORE,31.563265,74.389702,Onion,No,0,N/A
INS-1014043,MAG-149,1/29/2026,13:19:00,LAHORE,31.54427,74.308831,Potato,No,0,N/A
INS-1014044,MAG-200,1/29/2026,8:56:00,RAWALPINDI,33.623973,73.091366,Potato,Yes,5000,Unpaid
INS-1014045,MAG-200,1/29/2026,9:35:00,RAWALPINDI,33.631449,73.075632,Potato,No,0,N/A
INS-1014046,MAG-200,1/29/2026,9:59:00,RAWALPINDI,33.583121,73.086475,Potato,No,0,N/A
INS-1014047,MAG-200,1/29/2026,10:30:00,RAWALPINDI,33.566026,73.098218,Potato,No,0,N/A
INS-1014048,MAG-200,1/29/2026,10:46:00,RAWALPINDI,33.617733,73.035277,Tomato,No,0,N/A
INS-1014049,MAG-200,1/29/2026,11:30:00,RAWALPINDI,33.58148,73.048875,Onion,Yes,5000,Paid
INS-1014050,MAG-200,1/29/2026,12:14:00,RAWALPINDI,33.541166,73.046515,Banana,No,0,N/A
INS-1014051,MAG-200,1/29/2026,12:52:00,RAWALPINDI,33.584165,73.017856,Tomato,No,0,N/A
INS-1014052,MAG-200,1/29/2026,13:28:00,RAWALPINDI,33.582626,73.067108,Onion,No,0,N/A
INS-1014053,MAG-200,1/29/2026,13:58:00,RAWALPINDI,33.622027,73.069224,Tomato,No,0,N/A
INS-1014054,MAG-200,1/29/2026,14:17:00,RAWALPINDI,33.629646,73.096967,Banana,No,0,N/A
INS-1014055,MAG-201,1/29/2026,8:47:00,RAWALPINDI,33.601679,73.049254,Onion,No,0,N/A
INS-1014056,MAG-201,1/29/2026,9:08:00,RAWALPINDI,33.543287,73.06252,Banana,Yes,5000,Unpaid
INS-1014057,MAG-201,1/29/2026,9:48:00,RAWALPINDI,33.602199,73.064094,Banana,No,0,N/A
INS-1014058,MAG-201,1/29/2026,10:13:00,RAWALPINDI,33.582499,73.079321,Tomato,No,0,N/A
INS-1014059,MAG-201,1/29/2026,10:53:00,RAWALPINDI,33.545045,73.042502,Tomato,Yes,20000,Paid
INS-1014060,MAG-201,1/29/2026,11:37:00,RAWALPINDI,33.582173,73.055273,Onion,No,0,N/A
INS-1014061,MAG-201,1/29/2026,12:11:00,RAWALPINDI,33.622421,73.089155,Onion,No,0,N/A
INS-1014062,MAG-201,1/29/2026,12:53:00,RAWALPINDI,33.589504,73.050163,Potato,No,0,N/A
INS-1014063,MAG-202,1/29/2026,10:01:00,RAWALPINDI,33.553811,73.051458,Banana,No,0,N/A
INS-1014064,MAG-202,1/29/2026,10:27:00,RAWALPINDI,33.603265,73.05177,Onion,No,0,N/A
INS-1014065,MAG-202,1/29/2026,11:08:00,RAWALPINDI,33.589509,73.014153,Banana,No,0,N/A
INS-1014066,MAG-202,1/29/2026,11:38:00,RAWALPINDI,33.544531,73.073604,Potato,Yes,5000,Paid
INS-1014067,MAG-202,1/29/2026,12:18:00,RAWALPINDI,33.639195,73.004071,Banana,No,0,N/A
INS-1014068,MAG-202,1/29/2026,12:49:00,RAWALPINDI,33.54188,73.02725,Tomato,No,0,N/A
INS-1014069,MAG-203,1/29/2026,9:27:00,RAWALPINDI,33.626261,73.043672,Potato,No,0,N/A
INS-1014070,MAG-203,1/29/2026,9:50:00,RAWALPINDI,33.638671,73.038696,Onion,Yes,2000,Paid
INS-1014071,MAG-203,1/29/2026,10:07:00,RAWALPINDI,33.6273,73.071523,Tomato,No,0,N/A
INS-1014072,MAG-203,1/29/2026,10:29:00,RAWALPINDI,33.617077,73.00937,Tomato,Yes,20000,Paid
INS-1014073,MAG-203,1/29/2026,11:08:00,RAWALPINDI,33.589065,73.065999,Banana,Yes,20000,Paid
INS-1014074,MAG-203,1/29/2026,11:46:00,RAWALPINDI,33.596315,73.071587,Tomato,No,0,N/A
INS-1014075,MAG-203,1/29/2026,12:09:00,RAWALPINDI,33.554086,73.04875,Banana,No,0,N/A
INS-1014076,MAG-203,1/29/2026,12:24:00,RAWALPINDI,33.543482,73.008021,Onion,No,0,N/A
INS-1014077,MAG-204,1/29/2026,8:50:00,RAWALPINDI,33.605374,73.099535,Tomato,No,0,N/A
INS-1014078,MAG-204,1/29/2026,9:26:00,RAWALPINDI,33.552941,73.088701,Onion,No,0,N/A
INS-1014079,MAG-204,1/29/2026,9:41:00,RAWALPINDI,33.59857,73.092502,Tomato,No,0,N/A
INS-1014080,MAG-204,1/29/2026,10:22:00,RAWALPINDI,33.56938,73.072345,Banana,No,0,N/A
INS-1014081,MAG-204,1/29/2026,11:01:00,RAWALPINDI,33.638465,73.011301,Potato,No,0,N/A
INS-1014082,MAG-204,1/29/2026,11:23:00,RAWALPINDI,33.566589,73.026934,Banana,No,0,N/A
INS-1014083,MAG-205,1/29/2026,23:48:00,RAWALPINDI,33.617143,73.054757,Potato,No,0,N/A
INS-1014084,MAG-205,1/30/2026,0:13:00,RAWALPINDI,33.628996,73.006937,Onion,No,0,N/A
INS-1014085,MAG-205,1/30/2026,0:47:00,RAWALPINDI,33.542328,73.073812,Tomato,No,0,N/A
INS-1014086,MAG-205,1/30/2026,1:08:00,RAWALPINDI,33.564342,73.01454,Tomato,No,0,N/A
INS-1014087,MAG-205,1/30/2026,1:53:00,RAWALPINDI,33.637021,73.032885,Tomato,No,0,N/A
INS-1014088,MAG-205,1/30/2026,2:13:00,RAWALPINDI,33.5889,73.026085,Potato,No,0,N/A
INS-1014089,MAG-205,1/30/2026,2:53:00,RAWALPINDI,33.541835,73.061786,Banana,Yes,10000,Paid
INS-1014090,MAG-206,1/29/2026,10:32:00,RAWALPINDI,33.633356,73.028923,Banana,No,0,N/A
INS-1014091,MAG-206,1/29/2026,11:10:00,RAWALPINDI,33.602451,73.063022,Tomato,No,0,N/A
INS-1014092,MAG-206,1/29/2026,11:39:00,RAWALPINDI,33.552647,73.096663,Tomato,No,0,N/A
INS-1014093,MAG-206,1/29/2026,12:03:00,RAWALPINDI,33.626001,73.02911,Onion,No,0,N/A
INS-1014094,MAG-206,1/29/2026,12:21:00,RAWALPINDI,33.552289,73.096687,Tomato,No,0,N/A
INS-1014095,MAG-206,1/29/2026,12:41:00,RAWALPINDI,33.625604,73.064797,Tomato,No,0,N/A
INS-1014096,MAG-206,1/29/2026,12:58:00,RAWALPINDI,33.598653,73.057708,Tomato,No,0,N/A
INS-1014097,MAG-206,1/29/2026,13:17:00,RAWALPINDI,33.631775,73.028518,Onion,No,0,N/A
INS-1014098,MAG-206,1/29/2026,13:45:00,RAWALPINDI,33.620594,73.050164,Onion,No,0,N/A
INS-1014099,MAG-206,1/29/2026,14:08:00,RAWALPINDI,33.561017,73.081127,Potato,No,0,N/A
INS-1014100,MAG-206,1/29/2026,14:27:00,RAWALPINDI,33.562975,73.018777,Banana,No,0,N/A
INS-1014101,MAG-207,1/29/2026,10:12:00,RAWALPINDI,33.607573,73.013246,Onion,No,0,N/A
INS-1014102,MAG-207,1/29/2026,10:43:00,RAWALPINDI,33.546468,73.101237,Tomato,Yes,20000,Paid
INS-1014103,MAG-207,1/29/2026,11:08:00,RAWALPINDI,33.545994,73.076524,Banana,No,0,N/A
INS-1014104,MAG-207,1/29/2026,11:27:00,RAWALPINDI,33.618583,73.013833,Onion,No,0,N/A
INS-1014105,MAG-207,1/29/2026,11:57:00,RAWALPINDI,33.55804,73.016952,Tomato,Yes,10000,Paid
INS-1014106,MAG-207,1/29/2026,12:17:00,RAWALPINDI,33.635929,73.095431,Potato,No,0,N/A
INS-1014107,MAG-207,1/29/2026,13:01:00,RAWALPINDI,33.636089,73.009987,Banana,Yes,10000,Paid
INS-1014108,MAG-207,1/29/2026,13:40:00,RAWALPINDI,33.620993,73.036554,Tomato,No,0,N/A
INS-1014109,MAG-207,1/29/2026,14:04:00,RAWALPINDI,33.590578,73.035082,Onion,No,0,N/A
INS-1014110,MAG-207,1/29/2026,14:37:00,RAWALPINDI,33.623302,73.070455,Banana,No,0,N/A
INS-1014111,MAG-207,1/29/2026,15:14:00,RAWALPINDI,33.566715,73.065509,Onion,Yes,2000,Paid
INS-1014112,MAG-207,1/29/2026,15:40:00,RAWALPINDI,33.629352,73.102096,Tomato,No,0,N/A
INS-1014113,MAG-207,1/29/2026,15:57:00,RAWALPINDI,33.561886,73.031948,Potato,No,0,N/A
INS-1014114,MAG-208,1/29/2026,9:16:00,RAWALPINDI,33.545083,73.0576,Onion,No,0,N/A
INS-1014115,MAG-208,1/29/2026,9:31:00,RAWALPINDI,33.601887,73.003523,Potato,No,0,N/A
INS-1014116,MAG-208,1/29/2026,9:49:00,RAWALPINDI,33.599096,73.013609,Onion,No,0,N/A
INS-1014117,MAG-208,1/29/2026,10:32:00,RAWALPINDI,33.572065,73.066664,Potato,No,0,N/A
INS-1014118,MAG-208,1/29/2026,10:51:00,RAWALPINDI,33.563353,73.066203,Banana,No,0,N/A
INS-1014119,MAG-209,1/29/2026,8:45:00,RAWALPINDI,33.611597,73.097264,Onion,No,0,N/A
INS-1014120,MAG-209,1/29/2026,9:04:00,RAWALPINDI,33.594493,73.098087,Banana,No,0,N/A
INS-1014121,MAG-209,1/29/2026,9:44:00,RAWALPINDI,33.585601,73.099345,Onion,No,0,N/A
INS-1014122,MAG-209,1/29/2026,10:21:00,RAWALPINDI,33.628984,73.043592,Tomato,Yes,10000,Paid
INS-1014123,MAG-209,1/29/2026,10:48:00,RAWALPINDI,33.614336,73.02373,Tomato,No,0,N/A
INS-1014124,MAG-209,1/29/2026,11:18:00,RAWALPINDI,33.638825,73.009323,Potato,No,0,N/A
INS-1014125,MAG-209,1/29/2026,11:33:00,RAWALPINDI,33.585448,73.004562,Potato,No,0,N/A
INS-1014126,MAG-209,1/29/2026,12:03:00,RAWALPINDI,33.630029,73.054572,Potato,Yes,2000,Unpaid
INS-1014127,MAG-209,1/29/2026,12:45:00,RAWALPINDI,33.598451,73.029968,Banana,No,0,N/A
INS-1014128,MAG-210,1/29/2026,9:40:00,RAWALPINDI,33.546039,73.085916,Banana,Yes,2000,Paid
INS-1014129,MAG-210,1/29/2026,9:59:00,RAWALPINDI,33.541122,73.037766,Onion,No,0,N/A
INS-1014130,MAG-210,1/29/2026,10:40:00,RAWALPINDI,33.563567,73.056829,Potato,No,0,N/A
INS-1014131,MAG-210,1/29/2026,11:16:00,RAWALPINDI,33.565442,73.019689,Onion,No,0,N/A
INS-1014132,MAG-210,1/29/2026,11:37:00,RAWALPINDI,33.602201,73.065088,Tomato,No,0,N/A
INS-1014133,MAG-210,1/29/2026,12:20:00,RAWALPINDI,33.583833,73.087451,Potato,No,0,N/A
INS-1014134,MAG-210,1/29/2026,12:36:00,RAWALPINDI,33.593346,73.021037,Onion,No,0,N/A
INS-1014135,MAG-210,1/29/2026,13:01:00,RAWALPINDI,33.640039,73.083229,Onion,No,0,N/A
INS-1014136,MAG-210,1/29/2026,13:29:00,RAWALPINDI,33.550433,73.039818,Potato,No,0,N/A
INS-1014137,MAG-210,1/29/2026,14:13:00,RAWALPINDI,33.607121,73.065735,Banana,No,0,N/A
INS-1014138,MAG-210,1/29/2026,14:39:00,RAWALPINDI,33.620085,73.059792,Tomato,No,0,N/A
INS-1014139,MAG-211,1/29/2026,10:47:00,RAWALPINDI,33.612917,73.029267,Onion,No,0,N/A
INS-1014140,MAG-211,1/29/2026,11:26:00,RAWALPINDI,33.548946,73.006279,Banana,No,0,N/A
INS-1014141,MAG-211,1/29/2026,12:02:00,RAWALPINDI,33.613474,73.100461,Tomato,No,0,N/A
INS-1014142,MAG-211,1/29/2026,12:38:00,RAWALPINDI,33.607322,73.089482,Potato,Yes,5000,Paid
INS-1014143,MAG-211,1/29/2026,13:04:00,RAWALPINDI,33.606228,73.022285,Banana,No,0,N/A
INS-1014144,MAG-211,1/29/2026,13:42:00,RAWALPINDI,33.547802,73.058173,Banana,No,0,N/A
INS-1014145,MAG-211,1/29/2026,13:58:00,RAWALPINDI,33.636907,73.029427,Tomato,No,0,N/A
INS-1014146,MAG-211,1/29/2026,14:39:00,RAWALPINDI,33.635696,73.066361,Onion,No,0,N/A
INS-1014147,MAG-211,1/29/2026,15:20:00,RAWALPINDI,33.595274,73.053164,Potato,No,0,N/A
INS-1014148,MAG-211,1/29/2026,15:45:00,RAWALPINDI,33.621755,73.074783,Banana,No,0,N/A
INS-1014149,MAG-211,1/29/2026,16:23:00,RAWALPINDI,33.567196,73.044516,Banana,Yes,2000,Paid
INS-1014150,MAG-212,1/29/2026,8:34:00,RAWALPINDI,33.635235,73.077017,Tomato,No,0,N/A
INS-1014151,MAG-212,1/29/2026,9:08:00,RAWALPINDI,33.542911,73.057433,Banana,No,0,N/A
INS-1014152,MAG-212,1/29/2026,9:33:00,RAWALPINDI,33.618631,73.045677,Potato,No,0,N/A
INS-1014153,MAG-212,1/29/2026,9:49:00,RAWALPINDI,33.630808,73.010999,Potato,No,0,N/A
INS-1014154,MAG-212,1/29/2026,10:05:00,RAWALPINDI,33.585604,73.041325,Potato,No,0,N/A
INS-1014155,MAG-212,1/29/2026,10:24:00,RAWALPINDI,33.625813,73.066551,Tomato,Yes,2000,Paid
INS-1014156,MAG-212,1/29/2026,11:01:00,RAWALPINDI,33.585297,73.032525,Potato,No,0,N/A
INS-1014157,MAG-212,1/29/2026,11:26:00,RAWALPINDI,33.587192,73.07626,Tomato,No,0,N/A
INS-1014158,MAG-212,1/29/2026,12:00:00,RAWALPINDI,33.550952,73.014057,Onion,No,0,N/A
INS-1014159,MAG-213,1/29/2026,9:40:00,RAWALPINDI,33.605649,73.015555,Tomato,No,0,N/A
INS-1014160,MAG-213,1/29/2026,10:00:00,RAWALPINDI,33.551967,73.026113,Onion,No,0,N/A
INS-1014161,MAG-213,1/29/2026,10:30:00,RAWALPINDI,33.630012,73.028787,Tomato,No,0,N/A
INS-1014162,MAG-213,1/29/2026,10:55:00,RAWALPINDI,33.57873,73.084629,Banana,No,0,N/A
INS-1014163,MAG-213,1/29/2026,11:14:00,RAWALPINDI,33.581681,73.061565,Tomato,No,0,N/A
INS-1014164,MAG-213,1/29/2026,11:47:00,RAWALPINDI,33.636814,73.095682,Potato,No,0,N/A
INS-1014165,MAG-213,1/29/2026,12:13:00,RAWALPINDI,33.557637,73.083621,Tomato,No,0,N/A
INS-1014166,MAG-213,1/29/2026,12:45:00,RAWALPINDI,33.615405,73.04792,Onion,No,0,N/A
INS-1014167,MAG-213,1/29/2026,13:08:00,RAWALPINDI,33.63603,73.087807,Tomato,No,0,N/A
INS-1014168,MAG-213,1/29/2026,13:37:00,RAWALPINDI,33.594118,73.076204,Banana,Yes,20000,Paid
INS-1014169,MAG-213,1/29/2026,13:56:00,RAWALPINDI,33.612112,73.083251,Tomato,No,0,N/A
INS-1014170,MAG-214,1/29/2026,10:28:00,RAWALPINDI,33.635905,73.012137,Tomato,No,0,N/A
INS-1014171,MAG-214,1/29/2026,10:46:00,RAWALPINDI,33.55004,73.045958,Tomato,Yes,10000,Unpaid
INS-1014172,MAG-214,1/29/2026,11:28:00,RAWALPINDI,33.541355,73.091886,Onion,No,0,N/A
INS-1014173,MAG-214,1/29/2026,11:44:00,RAWALPINDI,33.584669,73.101983,Banana,No,0,N/A
INS-1014174,MAG-214,1/29/2026,12:17:00,RAWALPINDI,33.628216,73.084517,Tomato,No,0,N/A
INS-1014175,MAG-214,1/29/2026,12:45:00,RAWALPINDI,33.624463,73.01789,Tomato,No,0,N/A
INS-1014176,MAG-214,1/29/2026,13:28:00,RAWALPINDI,33.543996,73.08753,Tomato,No,0,N/A
INS-1014177,MAG-214,1/29/2026,14:07:00,RAWALPINDI,33.613235,73.050485,Potato,No,0,N/A
INS-1014178,MAG-214,1/29/2026,14:39:00,RAWALPINDI,33.575521,73.020713,Banana,No,0,N/A
INS-1014179,MAG-214,1/29/2026,15:01:00,RAWALPINDI,33.597595,73.071869,Potato,Yes,20000,Unpaid
INS-1014180,MAG-214,1/29/2026,15:43:00,RAWALPINDI,33.594271,73.076785,Potato,No,0,N/A
INS-1014181,MAG-214,1/29/2026,16:12:00,RAWALPINDI,33.587415,73.093415,Potato,No,0,N/A
INS-1014182,MAG-214,1/29/2026,16:57:00,RAWALPINDI,33.570895,73.084332,Banana,No,0,N/A
INS-1014183,MAG-214,1/29/2026,17:21:00,RAWALPINDI,33.549838,73.050302,Onion,Yes,5000,Paid
INS-1014184,MAG-214,1/29/2026,17:38:00,RAWALPINDI,33.582784,73.039613,Tomato,No,0,N/A
INS-1014185,MAG-215,1/29/2026,9:39:00,RAWALPINDI,33.589812,73.091237,Potato,Yes,10000,Paid
INS-1014186,MAG-215,1/29/2026,10:22:00,RAWALPINDI,33.600337,73.069325,Onion,No,0,N/A
INS-1014187,MAG-215,1/29/2026,10:57:00,RAWALPINDI,33.571235,73.039563,Banana,No,0,N/A
INS-1014188,MAG-215,1/29/2026,11:21:00,RAWALPINDI,33.542736,73.023195,Tomato,No,0,N/A
INS-1014189,MAG-215,1/29/2026,11:38:00,RAWALPINDI,33.592485,73.047559,Tomato,No,0,N/A
INS-1014190,MAG-215,1/29/2026,11:55:00,RAWALPINDI,33.593609,73.092398,Tomato,No,0,N/A
INS-1014191,MAG-215,1/29/2026,12:19:00,RAWALPINDI,33.613318,73.087575,Banana,No,0,N/A
INS-1014192,MAG-215,1/29/2026,13:04:00,RAWALPINDI,33.639772,73.08327,Potato,No,0,N/A
INS-1014193,MAG-215,1/29/2026,13:28:00,RAWALPINDI,33.628454,73.077221,Banana,Yes,5000,Unpaid
INS-1014194,MAG-216,1/29/2026,10:02:00,RAWALPINDI,33.571451,73.02012,Tomato,No,0,N/A
INS-1014195,MAG-216,1/29/2026,10:29:00,RAWALPINDI,33.559818,73.090395,Potato,No,0,N/A
INS-1014196,MAG-216,1/29/2026,10:50:00,RAWALPINDI,33.571683,73.043661,Tomato,No,0,N/A
INS-1014197,MAG-216,1/29/2026,11:21:00,RAWALPINDI,33.627502,73.036241,Banana,Yes,5000,Unpaid
INS-1014198,MAG-216,1/29/2026,11:41:00,RAWALPINDI,33.61026,73.071997,Potato,No,0,N/A
INS-1014199,MAG-216,1/29/2026,12:15:00,RAWALPINDI,33.561508,73.087041,Tomato,No,0,N/A
INS-1014200,MAG-216,1/29/2026,12:40:00,RAWALPINDI,33.555451,73.041442,Potato,No,0,N/A
INS-1014201,MAG-216,1/29/2026,13:04:00,RAWALPINDI,33.564487,73.08912,Onion,No,0,N/A
INS-1014202,MAG-216,1/29/2026,13:49:00,RAWALPINDI,33.577564,73.050359,Onion,Yes,2000,Paid
INS-1014203,MAG-217,1/29/2026,11:10:00,RAWALPINDI,33.578394,73.060884,Tomato,No,0,N/A
INS-1014204,MAG-217,1/29/2026,11:33:00,RAWALPINDI,33.544855,73.037611,Tomato,No,0,N/A
INS-1014205,MAG-217,1/29/2026,12:17:00,RAWALPINDI,33.604007,73.030333,Tomato,Yes,20000,Unpaid
INS-1014206,MAG-217,1/29/2026,12:36:00,RAWALPINDI,33.617624,73.076991,Potato,No,0,N/A
INS-1014207,MAG-217,1/29/2026,12:53:00,RAWALPINDI,33.553249,73.021737,Tomato,Yes,20000,Paid
INS-1014208,MAG-217,1/29/2026,13:14:00,RAWALPINDI,33.551935,73.062819,Onion,No,0,N/A
INS-1014209,MAG-218,1/29/2026,10:11:00,RAWALPINDI,33.565305,73.100431,Onion,No,0,N/A
INS-1014210,MAG-218,1/29/2026,10:38:00,RAWALPINDI,33.555261,73.03265,Tomato,No,0,N/A
INS-1014211,MAG-218,1/29/2026,11:10:00,RAWALPINDI,33.569893,73.045086,Tomato,Yes,10000,Paid
INS-1014212,MAG-218,1/29/2026,11:36:00,RAWALPINDI,33.561795,73.039545,Potato,Yes,10000,Paid
INS-1014213,MAG-218,1/29/2026,12:21:00,RAWALPINDI,33.621516,73.007018,Potato,No,0,N/A
INS-1014214,MAG-218,1/29/2026,12:54:00,RAWALPINDI,33.589307,73.022707,Tomato,No,0,N/A
INS-1014215,MAG-218,1/29/2026,13:37:00,RAWALPINDI,33.625767,73.083622,Onion,No,0,N/A
INS-1014216,MAG-218,1/29/2026,13:54:00,RAWALPINDI,33.611966,73.033207,Tomato,No,0,N/A
INS-1014217,MAG-218,1/29/2026,14:14:00,RAWALPINDI,33.60652,73.088019,Onion,No,0,N/A
INS-1014218,MAG-218,1/29/2026,14:51:00,RAWALPINDI,33.577948,73.044621,Banana,Yes,20000,Paid
INS-1014219,MAG-218,1/29/2026,15:31:00,RAWALPINDI,33.632059,73.069797,Potato,No,0,N/A
INS-1014220,MAG-218,1/29/2026,16:14:00,RAWALPINDI,33.541798,73.033188,Potato,No,0,N/A
INS-1014221,MAG-218,1/29/2026,16:44:00,RAWALPINDI,33.581528,73.035018,Tomato,No,0,N/A
INS-1014222,MAG-218,1/29/2026,17:05:00,RAWALPINDI,33.596509,73.099455,Tomato,No,0,N/A
INS-1014223,MAG-219,1/29/2026,8:43:00,RAWALPINDI,33.603844,73.080496,Banana,No,0,N/A
INS-1014224,MAG-219,1/29/2026,9:26:00,RAWALPINDI,33.595991,73.077035,Potato,No,0,N/A
INS-1014225,MAG-219,1/29/2026,9:45:00,RAWALPINDI,33.574033,73.022375,Potato,No,0,N/A
INS-1014226,MAG-219,1/29/2026,10:05:00,RAWALPINDI,33.631011,73.029292,Onion,No,0,N/A
INS-1014227,MAG-219,1/29/2026,10:32:00,RAWALPINDI,33.62682,73.035002,Potato,No,0,N/A
INS-1014228,MAG-219,1/29/2026,10:56:00,RAWALPINDI,33.55343,73.062264,Tomato,No,0,N/A
INS-1014229,MAG-219,1/29/2026,11:12:00,RAWALPINDI,33.606521,73.078485,Potato,Yes,20000,Paid
INS-1014230,MAG-219,1/29/2026,11:48:00,RAWALPINDI,33.635341,73.084705,Banana,No,0,N/A
INS-1014231,MAG-219,1/29/2026,12:07:00,RAWALPINDI,33.560877,73.095121,Banana,No,0,N/A
INS-1014232,MAG-220,1/29/2026,8:45:00,RAWALPINDI,33.606416,73.036786,Tomato,No,0,N/A
INS-1014233,MAG-220,1/29/2026,9:27:00,RAWALPINDI,33.639937,73.093328,Onion,No,0,N/A
INS-1014234,MAG-220,1/29/2026,9:53:00,RAWALPINDI,33.605579,73.058965,Tomato,No,0,N/A
INS-1014235,MAG-220,1/29/2026,10:25:00,RAWALPINDI,33.613635,73.087606,Onion,No,0,N/A
INS-1014236,MAG-220,1/29/2026,10:59:00,RAWALPINDI,33.63543,73.022809,Tomato,No,0,N/A
INS-1014237,MAG-220,1/29/2026,11:32:00,RAWALPINDI,33.588824,73.09272,Onion,No,0,N/A
INS-1014238,MAG-220,1/29/2026,11:50:00,RAWALPINDI,33.603347,73.036552,Tomato,No,0,N/A
INS-1014239,MAG-220,1/29/2026,12:21:00,RAWALPINDI,33.558725,73.026303,Onion,Yes,20000,Unpaid
INS-1014240,MAG-220,1/29/2026,12:51:00,RAWALPINDI,33.631536,73.016761,Tomato,No,0,N/A
INS-1014241,MAG-220,1/29/2026,13:15:00,RAWALPINDI,33.548194,73.024764,Tomato,No,0,N/A
INS-1014242,MAG-220,1/29/2026,13:46:00,RAWALPINDI,33.579827,73.063718,Banana,No,0,N/A
INS-1014243,MAG-220,1/29/2026,14:20:00,RAWALPINDI,33.636225,73.025816,Tomato,No,0,N/A
INS-1014244,MAG-220,1/29/2026,14:42:00,RAWALPINDI,33.545536,73.013563,Onion,No,0,N/A
INS-1014245,MAG-220,1/29/2026,15:21:00,RAWALPINDI,33.541546,73.066803,Onion,No,0,N/A
INS-1014246,MAG-221,1/29/2026,8:49:00,RAWALPINDI,33.543797,73.003989,Potato,No,0,N/A
INS-1014247,MAG-221,1/29/2026,9:17:00,RAWALPINDI,33.59834,73.071867,Potato,No,0,N/A
INS-1014248,MAG-221,1/29/2026,9:36:00,RAWALPINDI,33.606723,73.078898,Tomato,No,0,N/A
INS-1014249,MAG-221,1/29/2026,10:21:00,RAWALPINDI,33.574185,73.097645,Potato,No,0,N/A
INS-1014250,MAG-221,1/29/2026,11:04:00,RAWALPINDI,33.621848,73.010545,Tomato,No,0,N/A
INS-1014251,MAG-221,1/29/2026,11:20:00,RAWALPINDI,33.632462,73.092737,Onion,No,0,N/A
INS-1014252,MAG-221,1/29/2026,11:39:00,RAWALPINDI,33.568263,73.019185,Banana,No,0,N/A
INS-1014253,MAG-221,1/29/2026,12:15:00,RAWALPINDI,33.628538,73.056176,Onion,No,0,N/A
INS-1014254,MAG-221,1/29/2026,12:35:00,RAWALPINDI,33.619495,73.008882,Tomato,No,0,N/A
INS-1014255,MAG-221,1/29/2026,13:17:00,RAWALPINDI,33.597438,73.014913,Banana,No,0,N/A
INS-1014256,MAG-221,1/29/2026,13:55:00,RAWALPINDI,33.579056,73.009695,Banana,No,0,N/A
INS-1014257,MAG-221,1/29/2026,14:13:00,RAWALPINDI,33.598174,73.082735,Tomato,No,0,N/A
INS-1014258,MAG-221,1/29/2026,14:28:00,RAWALPINDI,33.631631,73.097173,Onion,No,0,N/A
INS-1014259,MAG-222,1/29/2026,8:44:00,RAWALPINDI,33.565942,73.05186,Potato,No,0,N/A
INS-1014260,MAG-222,1/29/2026,9:28:00,RAWALPINDI,33.580735,73.08662,Potato,No,0,N/A
INS-1014261,MAG-222,1/29/2026,10:13:00,RAWALPINDI,33.580922,73.008918,Onion,No,0,N/A
INS-1014262,MAG-222,1/29/2026,10:50:00,RAWALPINDI,33.630005,73.017773,Onion,No,0,N/A
INS-1014263,MAG-222,1/29/2026,11:05:00,RAWALPINDI,33.618273,73.057646,Tomato,No,0,N/A
INS-1014264,MAG-222,1/29/2026,11:42:00,RAWALPINDI,33.596058,73.008509,Tomato,No,0,N/A
INS-1014265,MAG-222,1/29/2026,12:14:00,RAWALPINDI,33.625167,73.007401,Onion,No,0,N/A
INS-1014266,MAG-222,1/29/2026,12:56:00,RAWALPINDI,33.627112,73.014193,Onion,Yes,2000,Paid
INS-1014267,MAG-222,1/29/2026,13:38:00,RAWALPINDI,33.596868,73.06871,Onion,No,0,N/A
INS-1014268,MAG-222,1/29/2026,14:05:00,RAWALPINDI,33.568184,73.023834,Banana,No,0,N/A
INS-1014269,MAG-223,1/29/2026,9:00:00,RAWALPINDI,33.572398,73.057085,Potato,No,0,N/A
INS-1014270,MAG-223,1/29/2026,9:41:00,RAWALPINDI,33.614755,73.046065,Banana,No,0,N/A
INS-1014271,MAG-223,1/29/2026,10:21:00,RAWALPINDI,33.58413,73.055,Banana,No,0,N/A
INS-1014272,MAG-223,1/29/2026,10:51:00,RAWALPINDI,33.590808,73.027084,Banana,No,0,N/A
INS-1014273,MAG-223,1/29/2026,11:26:00,RAWALPINDI,33.624441,73.057009,Banana,No,0,N/A
INS-1014274,MAG-223,1/29/2026,12:06:00,RAWALPINDI,33.559109,73.021991,Onion,No,0,N/A
INS-1014275,MAG-223,1/29/2026,12:48:00,RAWALPINDI,33.562061,73.028531,Potato,No,0,N/A
INS-1014276,MAG-223,1/29/2026,13:22:00,RAWALPINDI,33.574534,73.056208,Banana,No,0,N/A
INS-1014277,MAG-224,1/29/2026,8:50:00,RAWALPINDI,33.572056,73.072243,Potato,No,0,N/A
INS-1014278,MAG-224,1/29/2026,9:19:00,RAWALPINDI,33.58354,73.071022,Tomato,No,0,N/A
INS-1014279,MAG-224,1/29/2026,9:47:00,RAWALPINDI,33.620288,73.091082,Banana,No,0,N/A
